machine_id,production_line,machine_type,timestamp,temperature,vibration,rpm,current,voltage,torque,pressure,flow_rate,load_percentage,frequency,power_factor,cycle_time,operating_hours,maintenance_count,failure,failure_type
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 00:00:00,60.72,3.57,2785.16,5.7,421.93,42.21,,,79.34,,,,4500.7,1,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 02:00:00,63.77,2.93,2942.38,6.81,418.47,30.49,,,88.31,,,,4501.8,3,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 04:00:00,66.44,2.86,2859.63,5.85,410.08,39.5,,,55.45,,,,4503.2,2,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 06:00:00,57.0,3.34,2747.51,8.51,414.99,32.05,,,55.95,,,,4504.1,3,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 08:00:00,53.22,3.71,3036.99,6.04,414.88,42.39,,,70.85,,,,4505.5,1,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 10:00:00,64.07,3.37,2702.35,8.54,412.83,43.19,,,58.38,,,,4506.5,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 12:00:00,68.38,4.24,2998.62,5.89,417.44,37.59,,,78.78,,,,4507.5,8,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 14:00:00,79.2,1.85,3037.76,7.42,418.08,29.88,,,75.6,,,,4508.3,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 16:00:00,66.44,4.28,2947.94,9.92,419.49,39.54,,,68.14,,,,4508.9,6,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 18:00:00,65.64,2.01,2731.07,7.25,421.76,37.44,,,87.86,,,,4509.7,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 20:00:00,59.92,4.22,2767.48,6.66,406.44,33.21,,,54.85,,,,4510.5,1,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-01 22:00:00,63.44,2.42,2911.58,7.47,418.66,42.04,,,54.95,,,,4511.9,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 00:00:00,64.4,2.14,2875.07,7.47,416.51,31.09,,,72.42,,,,4513.1,3,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 02:00:00,57.16,2.11,2611.51,6.51,426.13,39.03,,,49.55,,,,4514.0,2,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 04:00:00,54.88,3.41,3122.99,8.41,412.77,33.07,,,75.92,,,,4514.9,3,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 06:00:00,68.47,2.22,2847.94,7.75,420.51,31.53,,,85.78,,,,4516.3,1,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 08:00:00,57.06,1.62,2681.43,8.48,414.35,39.68,,,67.98,,,,4516.9,0,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 10:00:00,56.47,4.21,2800.41,8.38,411.61,33.5,,,53.98,,,,4517.9,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 12:00:00,72.64,2.92,2939.19,7.75,416.1,46.01,,,78.76,,,,4518.5,5,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 14:00:00,67.38,0.72,3072.8,7.39,412.83,41.66,,,65.91,,,,4519.9,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 16:00:00,76.31,0.47,2822.95,8.95,410.22,39.87,,,67.38,,,,4521.0,1,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 18:00:00,64.88,3.62,2773.72,7.06,406.57,24.1,,,40.7,,,,4521.8,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 20:00:00,73.98,3.04,2742.41,7.37,417.83,27.93,,,71.68,,,,4523.1,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-02 22:00:00,62.35,2.53,3048.42,7.7,407.94,27.93,,,51.32,,,,4523.7,0,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 00:00:00,73.55,5.11,2771.22,6.36,415.62,30.96,,,64.27,,,,4524.7,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 02:00:00,73.11,5.21,3027.49,8.22,418.66,30.82,,,90.59,,,,4525.7,3,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 04:00:00,65.71,4.01,2817.79,9.58,418.69,38.63,,,68.29,,,,4526.6,3,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 06:00:00,75.98,0.68,2979.87,8.69,411.29,37.3,,,75.43,,,,4527.2,3,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 08:00:00,67.37,2.38,2955.01,7.41,406.9,42.72,,,89.5,,,,4528.7,1,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 10:00:00,58.06,3.13,3182.27,7.69,409.83,30.53,,,71.54,,,,4529.6,2,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 12:00:00,62.43,2.0,2739.63,8.76,415.43,28.35,,,57.8,,,,4530.5,2,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 14:00:00,74.75,1.76,3041.73,6.56,413.54,24.71,,,85.17,,,,4531.4,2,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 16:00:00,66.19,3.32,2864.04,9.48,410.73,37.84,,,53.79,,,,4532.7,0,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 18:00:00,56.11,3.1,2880.55,8.11,411.74,32.62,,,76.41,,,,4534.0,3,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 20:00:00,71.19,3.37,3137.56,7.65,412.87,34.47,,,67.82,,,,4535.2,2,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-03 22:00:00,58.39,2.19,2952.75,5.01,410.73,39.86,,,63.21,,,,4536.3,2,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 00:00:00,65.75,1.88,2761.84,8.53,413.58,38.52,,,77.74,,,,4537.7,0,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 02:00:00,62.98,2.15,3111.34,5.55,415.3,34.3,,,77.95,,,,4538.3,2,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 04:00:00,60.99,3.72,2797.07,6.26,412.88,35.91,,,72.73,,,,4539.0,1,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 06:00:00,59.48,2.19,3087.47,7.61,414.83,30.79,,,54.73,,,,4540.2,1,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 08:00:00,53.26,4.14,3044.16,8.26,418.08,44.14,,,77.56,,,,4541.6,4,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 10:00:00,75.84,3.89,2900.74,10.75,416.31,29.43,,,71.99,,,,4542.3,3,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 12:00:00,72.91,3.56,2988.91,5.28,414.05,35.74,,,62.73,,,,4542.8,6,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 14:00:00,67.38,4.1,2901.2,5.22,409.98,35.56,,,75.81,,,,4543.5,5,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 16:00:00,78.26,4.46,3049.22,7.08,413.62,35.33,,,65.59,,,,4544.8,1,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 18:00:00,64.74,2.03,2857.56,7.39,414.77,28.71,,,53.61,,,,4546.0,2,0,None
MOTOR_L2_001,Component Assembly,Industrial Motor,2026-01-04 20:00:00,63.87,1.55,2827.0,9.87,410.88,35.0,,,73.58,,,,4547.1,4,0,None
