machine_id,production_line,machine_type,timestamp,temperature,vibration,rpm,current,voltage,torque,pressure,flow_rate,load_percentage,frequency,power_factor,cycle_time,operating_hours,maintenance_count,failure,failure_type
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 00:00:00,58.37,3.89,2964.09,10.4,414.01,43.28,,,70.26,,,47.09,4500.5,4,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 02:00:00,60.41,3.78,3140.73,9.26,420.33,35.26,,,61.75,,,40.54,4501.6,2,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 04:00:00,79.12,1.54,3325.43,8.57,419.65,39.15,,,74.62,,,54.27,4502.2,4,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 06:00:00,68.57,2.53,3201.51,8.32,410.19,37.11,,,71.55,,,44.12,4502.8,4,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 08:00:00,66.22,3.63,2754.98,10.41,411.31,36.22,,,58.73,,,42.45,4503.3,4,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 10:00:00,69.64,2.47,3354.4,9.07,409.33,39.12,,,72.93,,,43.86,4504.1,0,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 12:00:00,75.35,4.78,3161.63,8.24,422.81,48.12,,,69.71,,,49.98,4505.1,1,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 14:00:00,81.5,2.04,3501.07,9.83,418.85,37.45,,,60.21,,,43.01,4506.2,4,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 16:00:00,61.19,2.0,3563.13,8.18,419.49,44.82,,,72.63,,,41.12,4507.1,3,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 18:00:00,80.79,3.85,3128.56,7.84,415.76,39.04,,,65.15,,,44.74,4508.3,2,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 20:00:00,72.34,2.72,3383.7,9.02,416.99,43.91,,,74.17,,,44.46,4509.6,2,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-01 22:00:00,69.52,2.23,3186.44,8.08,416.43,39.91,,,75.26,,,43.08,4510.7,2,0,None
CNC_L1_002,Metal Processing,CNC Machine,2026-01-02 00:00:00,75.32,2.94,2798.45,7.29,415.84,40.05,,,67.41,,,43.14,4511.5,2,0,None
